United Nations,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Population Division,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Department of Economic and Social Affairs,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
World Population Prospects 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"File POP/15-3: Annual female population by five-year age group, region, subregion and country, 1950-2100 (thousands)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Estimates, 1950 - 2020",,,,,,,,,,,,,,,,,,,,,,,,,,,,
POP/DB/WPP/Rev.2019/POP/F15-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"© August 2019 by United Nations, made available under a Creative Commons license CC BY 3.0 IGO: http://creativecommons.org/licenses/by/3.0/igo/",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Suggested citation: United Nations, Department of Economic and Social Affairs, Population Division (2019). World Population Prospects 2019, Online Edition. Rev. 1.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Female population by five-year age group (thousands),,,,,,,,,,,,,,,,,,,,
162,Estimates,More developed regions,b,901,Development Group,1803,1969,40966,43511,43748,42289,38883,32937,35446,32991,35142,31524,25409,29463,25910,21605,16158,11048,6670,2832,811,164,10
163,Estimates,More developed regions,b,901,Development Group,1803,1970,40569,43256,43885,42569,40198,33029,35565,32820,34968,32898,25248,29172,26412,22238,16725,11331,6855,2886,777,131,11
164,Estimates,More developed regions,b,901,Development Group,1803,1971,40040,42912,43957,42949,41222,33866,35296,33082,34589,33877,25869,28341,26897,22662,17178,11640,7027,3123,899,150,12
165,Estimates,More developed regions,b,901,Development Group,1803,1972,39863,42431,43935,43298,41845,35376,34521,33792,33940,34463,27307,27004,27473,23080,17668,11982,7168,3310,984,182,13
166,Estimates,More developed regions,b,901,Development Group,1803,1973,39900,41838,43838,43596,42190,37260,33590,34690,33223,34697,29213,25570,27955,23532,18191,12353,7327,3428,1041,207,14
167,Estimates,More developed regions,b,901,Development Group,1803,1974,39925,41216,43657,43814,42473,39036,33062,35353,32735,34692,31023,24646,28093,24053,18744,12762,7533,3495,1056,208,15
168,Estimates,More developed regions,b,901,Development Group,1803,1975,39787,40678,43362,43940,42817,40402,33261,35541,32642,34534,32380,24574,27781,24627,19331,13221,7789,3533,1028,169,17
169,Estimates,More developed regions,b,901,Development Group,1803,1976,39845,40288,42985,44035,43124,41391,34026,35263,32892,34157,33300,25200,27000,25032,19798,13593,8040,3758,1183,199,18
170,Estimates,More developed regions,b,901,Development Group,1803,1977,39523,40051,42507,44111,43458,42022,35500,34500,33615,33552,33874,26629,25785,25552,20272,14034,8264,3932,1289,248,19
171,Estimates,More developed regions,b,901,Development Group,1803,1978,38957,39956,41954,44127,43795,42378,37391,33572,34543,32889,34138,28510,24489,26039,20754,14551,8483,4052,1359,287,21
172,Estimates,More developed regions,b,901,Development Group,1803,1979,38406,39906,41406,44021,44077,42647,39191,33014,35229,32433,34175,30285,23667,26250,21262,15123,8732,4146,1378,293,22
173,Estimates,More developed regions,b,901,Development Group,1803,1980,38068,39756,40954,43762,44266,42957,40562,33161,35409,32343,34044,31606,23643,26050,21809,15722,9046,4220,1350,250,24
174,Estimates,More developed regions,b,901,Development Group,1803,1981,37729,39598,40672,43405,44416,43353,41565,33992,35132,32618,33681,32483,24264,25276,22208,16119,9440,4460,1521,289,27
175,Estimates,More developed regions,b,901,Development Group,1803,1982,37684,39329,40494,42885,44492,43728,42174,35490,34345,33326,33060,33013,25622,24088,22704,16493,9840,4631,1633,349,29
176,Estimates,More developed regions,b,901,Development Group,1803,1983,37854,38960,40390,42282,44481,44059,42518,37355,33401,34207,32370,33245,27373,22856,23149,16887,10243,4751,1704,396,32
177,Estimates,More developed regions,b,901,Development Group,1803,1984,38059,38565,40278,41729,44358,44323,42819,39107,32861,34846,31901,33275,29012,22121,23328,17340,10641,4874,1722,401,35
178,Estimates,More developed regions,b,901,Development Group,1803,1985,38175,38253,40078,41303,44109,44511,43198,40459,33046,35010,31817,33162,30243,22168,23150,17856,11045,5027,1692,345,38
179,Estimates,More developed regions,b,901,Development Group,1803,1986,38450,38128,39855,41006,43684,44652,43541,41481,33819,34715,32056,32788,31072,22732,22459,18240,11436,5376,1871,391,41
180,Estimates,More developed regions,b,901,Development Group,1803,1987,38526,38117,39572,40876,43138,44738,43907,42140,35298,33942,32748,32186,31619,24000,21417,18716,11800,5678,1977,461,44
181,Estimates,More developed regions,b,901,Development Group,1803,1988,38419,38210,39250,40846,42554,44721,44287,42523,37196,33019,33631,31534,31905,25661,20354,19163,12171,5920,2047,514,47
182,Estimates,More developed regions,b,901,Development Group,1803,1989,38177,38343,38959,40798,42043,44560,44624,42828,39014,32485,34280,31100,31987,27242,19753,19386,12573,6145,2073,517,50
183,Estimates,More developed regions,b,901,Development Group,1803,1990,37841,38414,38767,40660,41669,44259,44863,43196,40423,32671,34450,31041,31911,28460,19877,19291,13014,6369,2075,447,53
184,Estimates,More developed regions,b,901,Development Group,1803,1991,37522,38522,38716,40424,41448,43956,45002,43597,41399,33502,34157,31291,31536,29171,20467,18673,13383,6755,2331,493,56
185,Estimates,More developed regions,b,901,Development Group,1803,1992,36943,38598,38778,40119,41355,43533,45102,44034,42014,35010,33408,31984,30964,29646,21659,17777,13794,7061,2505,569,60
186,Estimates,More developed regions,b,901,Development Group,1803,1993,36205,38608,38914,39802,41329,43037,45148,44463,42389,36883,32534,32855,30358,29919,23144,16923,14153,7288,2631,629,63
187,Estimates,More developed regions,b,901,Development Group,1803,1994,35429,38520,39064,39559,41265,42569,45103,44827,42732,38635,32058,33488,29972,30034,24518,16528,14305,7507,2692,635,67
188,Estimates,More developed regions,b,901,Development Group,1803,1995,34704,38300,39182,39436,41107,42199,44935,45100,43157,39977,32278,33655,29952,30010,25570,16775,14197,7732,2720,556,70
189,Estimates,More developed regions,b,901,Development Group,1803,1996,33802,38020,39291,39413,40967,41991,44598,45282,43592,41026,33102,33407,30228,29681,26226,17350,13785,8111,3027,627,72
190,Estimates,More developed regions,b,901,Development Group,1803,1997,33138,37532,39375,39472,40721,41930,44119,45406,44017,41707,34585,32697,30915,29156,26692,18382,13148,8459,3205,740,75
191,Estimates,More developed regions,b,901,Development Group,1803,1998,32667,36845,39418,39601,40416,41961,43584,45458,44421,42125,36447,31861,31764,28618,26992,19630,12574,8684,3314,828,77
192,Estimates,More developed regions,b,901,Development Group,1803,1999,32310,36041,39364,39760,40154,41974,43123,45408,44773,42482,38223,31421,32394,28324,27157,20794,12390,8743,3350,836,80
193,Estimates,More developed regions,b,901,Development Group,1803,2000,32011,35255,39139,39906,40008,41892,42813,45240,45051,42906,39616,31679,32597,28405,27208,21727,12714,8616,3362,733,83
194,Estimates,More developed regions,b,901,Development Group,1803,2001,31831,34568,38710,40091,40079,41743,42640,44940,45256,43330,40626,32509,32329,28674,26916,22239,13287,8482,3721,819,87
195,Estimates,More developed regions,b,901,Development Group,1803,2002,31767,33918,38111,40230,40261,41518,42628,44514,45425,43765,41286,33993,31656,29349,26486,22637,14130,8180,3949,954,92
196,Estimates,More developed regions,b,901,Development Group,1803,2003,31795,33324,37399,40273,40511,41281,42711,44045,45539,44192,41707,35846,30890,30188,26074,22949,15076,7898,4060,1056,98
197,Estimates,More developed regions,b,901,Development Group,1803,2004,31914,32803,36654,40160,40762,41129,42777,43654,45559,44577,42085,37607,30520,30826,25901,23176,15935,7853,4038,1065,104
198,Estimates,More developed regions,b,901,Development Group,1803,2005,32135,32360,35929,39870,40959,41116,42759,43413,45461,44897,42536,38989,30828,31064,26080,23314,16634,8113,3920,944,111
199,Estimates,More developed regions,b,901,Development Group,1803,2006,32642,32121,35263,39488,41088,41178,42617,43179,45206,45136,42980,39908,31700,30819,26407,23185,17115,8670,4044,1060,118
200,Estimates,More developed regions,b,901,Development Group,1803,2007,33077,32048,34636,38951,41208,41345,42425,43127,44783,45375,43442,40539,33149,30243,27081,22927,17552,9296,3994,1229,126
201,Estimates,More developed regions,b,901,Development Group,1803,2008,33443,32128,34066,38290,41275,41566,42225,43206,44251,45580,43880,41007,34866,29642,27880,22676,17965,9896,3926,1346,135
202,Estimates,More developed regions,b,901,Development Group,1803,2009,33728,32303,33579,37572,41218,41776,42097,43296,43747,45672,44263,41474,36439,29443,28491,22633,18321,10464,3898,1344,145
203,Estimates,More developed regions,b,901,Development Group,1803,2010,33942,32484,33205,36855,40985,41938,42080,43307,43385,45586,44591,42002,37660,29847,28766,22897,18584,10966,4005,1195,154
204,Estimates,More developed regions,b,901,Development Group,1803,2011,34301,32708,32947,36222,40605,42079,42101,43207,43217,45256,44839,42438,38624,30611,28609,23240,18509,11450,4456,1237,164
205,Estimates,More developed regions,b,901,Development Group,1803,2012,34355,33036,32789,35595,40071,42224,42218,43023,43249,44751,45091,42847,39353,31896,28175,23890,18321,11866,4818,1312,175
206,Estimates,More developed regions,b,901,Development Group,1803,2013,34207,33448,32715,34987,39424,42314,42398,42806,43387,44171,45286,43225,39907,33459,27716,24646,18178,12185,5133,1383,186
207,Estimates,More developed regions,b,901,Development Group,1803,2014,33992,33878,32719,34425,38728,42271,42588,42643,43491,43669,45335,43566,40398,34948,27603,25241,18257,12439,5371,1399,196
208,Estimates,More developed regions,b,901,Development Group,1803,2015,33801,34226,32817,33941,38024,42052,42755,42590,43481,43341,45196,43867,40895,36157,28025,25556,18618,12633,5580,1307,206
209,Estimates,More developed regions,b,901,Development Group,1803,2016,33419,34485,33127,33661,37352,41693,42908,42629,43415,43189,44904,44122,41334,37042,28760,25389,18956,12734,6072,1486,214
210,Estimates,More developed regions,b,901,Development Group,1803,2017,33216,34575,33509,33475,36672,41166,43051,42741,43246,43216,44421,44374,41732,37722,29947,25019,19486,12702,6359,1760,222
211,Estimates,More developed regions,b,901,Development Group,1803,2018,33134,34503,33921,33386,36019,40514,43140,42905,43030,43350,43846,44577,42088,38265,31363,24686,20074,12647,6541,1978,231
212,Estimates,More developed regions,b,901,Development Group,1803,2019,33058,34331,34278,33393,35439,39809,43105,43084,42860,43461,43344,44650,42410,38771,32710,24705,20537,12733,6644,2049,242
213,Estimates,More developed regions,b,901,Development Group,1803,2020,32889,34162,34504,33485,34957,39099,42901,43246,42795,43463,43017,44539,42705,39286,33829,25211,20809,13027,6715,1945,258
214,Estimates,Less developed regions,c,902,Development Group,1803,1950,125463,98584,91207,83288,73365,64261,57537,51380,44719,38157,31878,26281,21709,15816,10415,5965,2580,829,229,54,11
215,Estimates,Less developed regions,c,902,Development Group,1803,1951,133204,100984,91838,84544,74797,65325,58229,52061,45462,38872,32483,26572,21795,16070,10554,6083,2734,909,248,54,10
216,Estimates,Less developed regions,c,902,Development Group,1803,1952,141266,103750,92232,85623,76134,66362,58788,52596,46100,39478,33048,26912,21788,16294,10656,6126,2831,959,259,59,9
217,Estimates,Less developed regions,c,902,Development Group,1803,1953,147942,107059,92790,86695,77533,67547,59430,53161,46770,40106,33660,27378,21827,16520,10771,6132,2862,974,261,62,8
218,Estimates,Less developed regions,c,902,Development Group,1803,1954,152776,110846,93820,87762,79025,68930,60275,53839,47515,40818,34352,27972,22015,16745,10925,6131,2826,952,246,57,7
219,Estimates,Less developed regions,c,902,Development Group,1803,1955,156409,114834,95410,88777,80564,70474,61340,54623,48315,41609,35113,28659,22379,16965,11117,6137,2730,880,204,39,7
220,Estimates,Less developed regions,c,902,Development Group,1803,1956,162215,119950,97101,89135,81603,71697,62204,55099,48840,42184,35612,29058,22566,17026,11273,6270,2847,966,233,41,7
221,Estimates,Less developed regions,c,902,Development Group,1803,1957,164653,126178,99683,89662,82877,73215,63399,55790,49522,42947,36270,29622,22939,17118,11475,6379,2914,1021,254,48,6
222,Estimates,Less developed regions,c,902,Development Group,1803,1958,165453,133037,102991,90375,84178,74857,64784,56622,50263,43793,37007,30287,23440,17245,11694,6459,2923,1034,264,53,6
223,Estimates,Less developed regions,c,902,Development Group,1803,1959,166379,139638,106950,91426,85297,76447,66232,57545,50988,44618,37763,30992,24004,17431,11888,6514,2877,997,253,50,6
224,Estimates,Less developed regions,c,902,Development Group,1803,1960,168668,144892,111570,92979,86177,77895,67691,58551,51684,45373,38520,31703,24600,17706,12041,6557,2785,902,206,36,6
225,Estimates,Less developed regions,c,902,Development Group,1803,1961,169795,150141,117076,95023,86893,79241,69201,59662,52416,46091,39251,32302,25098,18024,12226,6832,2974,995,239,40,6
226,Estimates,Less developed regions,c,902,Development Group,1803,1962,173532,153506,123229,97426,87346,80427,70655,60785,53073,46707,39957,32874,25594,18368,12328,7066,3107,1058,265,48,6
227,Estimates,Less developed regions,c,902,Development Group,1803,1963,179212,155099,129796,100393,87830,81502,72089,61981,53758,47291,40667,33475,26126,18757,12410,7255,3184,1088,282,54,6
228,Estimates,Less developed regions,c,902,Development Group,1803,1964,185434,155881,136061,104235,88772,82523,73557,63331,54605,47947,41426,34177,26743,19214,12549,7391,3216,1084,278,52,6
229,Estimates,Less developed regions,c,902,Development Group,1803,1965,191349,157172,141133,109074,90423,83502,75064,64848,55669,48717,42241,34998,27460,19748,12783,7476,3219,1037,244,40,6
230,Estimates,Less developed regions,c,902,Development Group,1803,1966,198825,160471,144482,114288,92277,84057,76255,66215,56664,49317,42830,35646,28059,20304,13160,7704,3466,1149,281,46,6
231,Estimates,Less developed regions,c,902,Development Group,1803,1967,204527,164947,147014,120663,94764,84632,77571,67765,57895,50066,43510,36418,28744,20932,13609,7897,3694,1230,310,56,6
232,Estimates,Less developed regions,c,902,Development Group,1803,1968,208835,170405,149045,127513,97953,85367,78913,69412,59304,50953,44255,37272,29506,21618,14119,8090,3876,1279,331,65,6
233,Estimates,Less developed regions,c,902,Development Group,1803,1969,212514,176173,151284,133768,101943,86488,80132,71039,60814,51962,45039,38147,30325,22342,14669,8315,3995,1306,330,64,6
234,Estimates,Less developed regions,c,902,Development Group,1803,1970,216219,181301,154327,138808,106761,88165,81167,72587,62377,53091,45859,39007,31188,23094,15250,8588,4056,1305,298,50,7
235,Estimates,Less developed regions,c,902,Development Group,1803,1971,220440,186859,157880,142316,112127,90190,81924,73978,63902,54250,46599,39676,31888,23716,15760,8942,4271,1467,345,57,7
236,Estimates,Less developed regions,c,902,Development Group,1803,1972,223070,192484,162371,144731,118467,92728,82600,75409,65532,55573,47443,40395,32668,24384,16305,9302,4433,1599,381,70,7
237,Estimates,Less developed regions,c,902,Development Group,1803,1973,224640,197874,167557,146570,125122,95865,83361,76797,67203,57017,48390,41159,33504,25096,16889,9670,4556,1681,406,79,8
238,Estimates,Less developed regions,c,902,Development Group,1803,1974,225608,202697,173017,148750,131135,99746,84479,78038,68848,58545,49456,41979,34367,25856,17512,10046,4662,1710,408,78,8
239,Estimates,Less developed regions,c,902,Development Group,1803,1975,226435,206601,178403,151861,135959,104413,86135,79096,70425,60135,50650,42865,35240,26672,18171,10443,4768,1683,375,61,8
240,Estimates,Less developed regions,c,902,Development Group,1803,1976,226777,210684,183698,155575,139613,109784,88206,79930,71880,61674,51828,43652,35947,27364,18744,10915,5078,1842,448,70,9
241,Estimates,Less developed regions,c,902,Development Group,1803,1977,226830,213816,189095,160081,142072,116038,90721,80633,73329,63293,53125,44511,36679,28122,19327,11377,5355,1952,508,86,9
242,Estimates,Less developed regions,c,902,Development Group,1803,1978,226969,215895,194478,165211,143924,122584,93808,81402,74720,64960,54530,45468,37455,28940,19945,11839,5599,2014,550,99,10
243,Estimates,Less developed regions,c,902,Development Group,1803,1979,227686,217098,199500,170630,146122,128520,97632,82523,75969,66620,56030,46547,38296,29798,20620,12305,5817,2042,557,100,10
244,Estimates,Less developed regions,c,902,Development Group,1803,1980,229366,217803,203728,176089,149252,133307,102241,84179,77044,68225,57612,47756,39215,30681,21363,12785,6021,2043,511,81,11
245,Estimates,Less developed regions,c,902,Development Group,1803,1981,231297,219252,207203,181516,153116,137088,107662,86306,77931,69695,59147,48882,39968,31346,21998,13290,6414,2269,586,96,11
246,Estimates,Less developed regions,c,902,Development Group,1803,1982,234641,220141,209943,187000,157659,139615,113916,88852,78662,71135,60752,50115,40779,32020,22673,13763,6759,2447,640,121,12
247,Estimates,Less developed regions,c,902,Development Group,1803,1983,239064,220585,212150,192355,162759,141502,120446,91963,79456,72513,62405,51466,41685,32733,23396,14233,7057,2566,677,140,13
248,Estimates,Less developed regions,c,902,Development Group,1803,1984,244114,220939,213963,197302,168152,143731,126397,95831,80620,73777,64065,52944,42726,33523,24162,14732,7317,2640,680,141,13
249,Estimates,Less developed regions,c,902,Development Group,1803,1985,249556,221676,215304,201637,173634,146895,131245,100512,82347,74905,65696,54542,43921,34410,24958,15284,7555,2674,636,114,14
250,Estimates,Less developed regions,c,902,Development Group,1803,1986,256985,224022,215942,204925,178910,150633,134863,105781,84424,75731,67084,55979,44948,35066,25523,15851,7978,2963,745,129,15
251,Estimates,Less developed regions,c,902,Development Group,1803,1987,263456,227573,216371,207703,184364,155155,137381,111968,86984,76491,68514,57555,46133,35820,26107,16428,8343,3192,831,155,16
252,Estimates,Less developed regions,c,902,Development Group,1803,1988,268823,232189,216786,209950,189709,160243,139315,118465,90114,77351,69912,59211,47460,36686,26740,17011,8662,3346,898,176,18
253,Estimates,Less developed regions,c,902,Development Group,1803,1989,272724,237332,217662,211714,194593,165563,141559,124374,93961,78568,71193,60876,48916,37686,27450,17589,8956,3439,919,178,19
254,Estimates,Less developed regions,c,902,Development Group,1803,1990,275064,242171,219439,213093,198820,170900,144669,129166,98580,80319,72332,62505,50492,38839,28251,18171,9249,3479,880,148,21
255,Estimates,Less developed regions,c,902,Development Group,1803,1991,278064,247486,221832,213508,202008,176073,148273,132652,103722,82335,73116,63798,51818,39761,28852,18708,9746,3804,1025,173,22
256,Estimates,Less developed regions,c,902,Development Group,1803,1992,276699,253373,225391,213785,204768,181546,152756,135170,109854,84876,73906,65194,53337,40866,29543,19250,10217,4054,1136,213,23
257,Estimates,Less developed regions,c,902,Development Group,1803,1993,272602,259395,229804,214195,206985,186968,157873,137157,116349,88007,74832,66600,54974,42128,30335,19815,10653,4220,1216,246,25
258,Estimates,Less developed regions,c,902,Development Group,1803,1994,268239,264695,234716,215164,208579,191819,163186,139391,122218,91818,76087,67885,56616,43512,31233,20404,11037,4333,1238,251,26
259,Estimates,Less developed regions,c,902,Development Group,1803,1995,265413,268203,239954,217004,209629,195786,168396,142390,126872,96323,77807,69005,58194,44998,32248,21025,11377,4407,1186,213,28
